sent_id,DOsentence,PDsentence,realized_construction,Particle,Remarks,Coordination_of_Theme,Coordination_of_Recipient,
1228,Linda gave you a free something or other.,Linda gave a free something or other to you.,DO,-,,-,-,
1229,Linda gave them so much.,Linda gave so much to them.,DO,-,,-,-,
1230,Juan sold you something.,Juan sold something to you.,DO,-,,-,-,
1231,John sold you the newspaper and carpet cleaning and roof repair.,John sold the newspaper and carpet cleaning and roof repair to you.,DO,-,,+,-,
1232,"Maria told me this, this, this, this.","Maria told this, this, this, this to me.",DO,-,,-,-,
1233,Linda gave them a good smack.,Linda gave a good smack to them.,DO,-,,-,-,
1234,Alice mailed them a check.,Alice mailed a check to them.,PD,-,attachment_ambiguity,-,-,
1235,Juan mailed you a check.,Juan mailed a check to you.,DO,-,,-,-,
1236,Alice mailed them a signed receipt.,Alice mailed a signed receipt to them.,DO,-,,-,-,
1237,Maria mailed them another check.,Maria mailed another check to them.,DO,-,,-,-,
1238,It never cost them anything.,It never cost anything to them.,DO,-,,-,-,
1239,Maria owed them finance charges.,Maria owed finance charges to them.,DO,-,,-,-,
1240,Bob brought them it.,Bob brought it to them.,PD,-,,-,-,
1241,Juan told you that.,Juan told that to you.,DO,-,,-,-,
1242,Michael told you a little bit about what TI has as benefits.,Michael told a little bit about what TI has as benefits to you.,DO,-,,-,-,
1243,Bob gave it a try.,Bob gave a try to it.,DO,-,,-,-,
1244,John gave you an idea of what your child was progressing in or doing.,John gave an idea of what your child was progressing in or doing to you.,DO,-,,-,-,
1245,Alice gave me your thoughts on any trends.,Alice gave your thoughts on any trends to me.,DO,-,,-,-,
1246,Maria told you a whole lot about that.,Maria told a whole lot about that to you.,DO,-,,-,-,
1247,Michael paid that attention.,Michael paid attention to that.,PD,-,,-,-,
1248,Bob offered us classes.,Bob offered classes to us.,PD,-,,-,-,
1249,Juan gave you so much basic knowledge.,Juan gave so much basic knowledge to you.,DO,-,,-,-,
1250,John gave us free cable and ceiling fans.,John gave free cable and ceiling fans to us.,DO,-,,+,-,
1251,Juan gave me four choices of cars to buy.,Juan gave four choices of cars to buy to me.,DO,-,,-,-,
1252,It cost you ten dollars.,It cost ten dollars to you.,DO,-,,-,-,
1253,They never sent you any junk mail.,They never sent any junk mail to you.,DO,-,,-,-,
1254,Maria paid it attention.,Maria paid attention to it.,PD,-,,-,-,
1255,It cost you about a thousand dollars.,It cost about a thousand dollars to you.,DO,-,,-,-,
1256,Alice gave me this woman's name to contact.,Alice gave this woman's name to contact to me.,DO,-,,-,-,
1257,Linda gave them additional firepower.,Linda gave additional firepower to them.,DO,-,,-,-,
1258,Michael told them this one statement.,Michael told this one statement to them.,DO,-,,-,-,
1259,Linda gave him too much power.,Linda gave too much power to him.,DO,-,,-,-,
1260,Linda gave it a bigger appearance.,Linda gave a bigger appearance to it.,DO,-,,-,-,
1261,Bob gave the dogs it.,Bob gave it to the dogs.,PD,-,,-,-,
1262,Juan offered me a ticket.,Juan offered a ticket to me.,DO,-,,-,-,
1263,Michael told us just wonderful stories of the island.,Michael told just wonderful stories of the island to us.,DO,-,,-,-,
1264,Juan showed them a good restaurant.,Juan showed a good restaurant to them.,DO,-,,-,-,
1265,John gave me a wine shower where people brought recipes.,John gave a wine shower where people brought recipes to me.,DO,-,,-,-,
1266,Mary gave me some more refried beans.,Mary gave some more refried beans to me.,DO,-,,-,-,
1267,Michael gave me the blue cheese dressing.,Michael gave the blue cheese dressing to me.,DO,-,,-,-,
1268,Linda showed us the pictures.,Linda showed the pictures to us.,DO,-,,-,-,
1269,Alice paid them a decent wage.,Alice paid a decent wage to them.,DO,-,,-,-,
1270,Alice gave people a little dignity.,Alice gave a little dignity to people.,DO,-,,-,-,
1271,Linda paid them a wage.,Linda paid a wage to them.,DO,-,,-,-,
1272,Mary gave me your ideas on what you think about the budget.,Mary gave your ideas on what you think about the budget to me.,DO,-,,-,-,
1273,Maria gave me some paints.,Maria gave some paints to me.,DO,-,,-,-,
1274,Alice gave them the hand painted sweatshirts.,Alice gave the hand painted sweatshirts to them.,DO,-,,-,-,
1275,Michael gave him the interaction with the computer.,Michael gave the interaction with the computer to him.,DO,-,,-,-,
1276,Juan wrote enough different people enough letters.,Juan wrote enough letters to enough different people.,PD,-,attachment_ambiguity,-,-,
1277,Mary gave the Lord her talent.,Mary gave her talent to the Lord.,PD,back,,-,-,
1278,Michael gave me some wonderful advice.,Michael gave some wonderful advice to me.,DO,-,,-,-,
1279,Juan owed God that.,Juan owed that to God.,PD,-,,-,-,
1280,John gave you that ability and that talent.,John gave that ability and that talent to you.,DO,-,,-,-,
1281,It cost you about the same.,It cost about the same to you.,DO,-,,-,-,
1282,Juan gave him half the stuff he's got.,Juan gave half the stuff he's got to him.,DO,-,,-,-,
1283,Bob sold him lesser equipment.,Bob sold lesser equipment to him.,DO,-,,-,-,
1284,It cost you money.,It cost money to you.,DO,-,,-,-,
1285,Michael gave him the same advantage that you have.,Michael gave the same advantage that you have to him.,DO,-,,-,-,
1286,John gave him a look that he is always grinning.,John gave a look that he is always grinning to him.,DO,-,,-,-,
1287,Mary sold a couple who had no idea that homes ever needed upkeep it.,Mary sold it to a couple who had no idea that homes ever needed upkeep.,PD,-,,-,-,
1288,We gave it two years back.,We gave two years back to it.,DO,-,I don't understand,-,-,
1289,Linda gave me a little variety.,Linda gave a little variety to me.,DO,-,,-,-,
1290,Mary gave me trouble about getting Cosmopolitan.,Mary gave trouble about getting Cosmopolitan to me.,DO,-,,-,-,
1291,Linda gave us a lot more space.,Linda gave a lot more space to us.,DO,-,,-,-,
1292,Juan gave us a place to stack things during the day.,Juan gave a place to stack things during the day to us.,DO,-,,-,-,
1293,Bob gave me the plate.,Bob gave the plate to me.,DO,back,,-,-,
1294,Mary sent me another good book.,Mary sent another good book to me.,DO,-,,-,-,
1295,John sent me this book.,John sent this book to me.,DO,-,,-,-,
1296,John told you something about that.,John told something about that to you.,DO,-,,-,-,
1297,Alice gave the university a huge sum of money.,Alice gave a huge sum of money to the university.,PD,-,,-,-,
1298,They told them anything they want to.,They told anything they want to to them.,DO,-,,-,-,
1299,Alice gave them a little too much.,Alice gave a little too much to them.,DO,-,,-,-,
1300,It cost us a fortune.,It cost a fortune to us.,DO,-,,-,-,
1301,John gave them things out of the refrigerator.,John gave things out of the refrigerator to them.,DO,-,,-,-,
1302,Michael sent the next one it.,Michael sent it to the next one.,PD,-,,-,-,
1303,Maria sent us it.,Maria sent it to us.,PD,-,,-,-,
1304,Mary gave me five minutes.,Mary gave five minutes to me.,DO,-,,-,-,
1305,John paid the clock attention.,John paid attention to the clock.,PD,-,,-,-,
1306,Michael gave me a hard time.,Michael gave a hard time to me.,DO,-,,-,-,
1307,Linda told you a little bit about taxes in Texas.,Linda told a little bit about taxes in Texas to you.,DO,-,,-,-,
1308,John paid me fifty dollars.,John paid fifty dollars to me.,DO,-,,-,-,
1309,Michael gave you all your graphs and your charts and stuff.,Michael gave all your graphs and your charts and stuff to you.,DO,-,,-,-,
1310,Mary gave you kind of a savings plan.,Mary gave kind of a savings plan to you.,DO,-,,-,-,
1311,John gave you a reason to care.,John gave a reason to care to you.,DO,-,,-,-,
1312,Alice fed little babies food.,Alice fed food to little babies.,DO,-,,-,-,
1313,Mary taught you manners.,Mary taught manners to you.,DO,-,,-,-,
1314,Mary taught you respect for anyone.,Mary taught respect for anyone to you.,DO,-,,-,-,
1315,Linda taught the kids the moral aspects of things.,Linda taught the moral aspects of things to the kids.,PD,-,,-,-,
1316,Bob brought her them.,Bob brought them to her.,PD,-,,-,-,
1317,Alice gave me the opportunity to come in to work and fix it.,Alice gave the opportunity to come in to work and fix it to me.,DO,-,,-,-,
1318,Alice gave him the seat that normally belongs to John Bel John.,Alice gave the seat that normally belongs to John Bel John to him.,DO,-,,-,-,
1319,It caused somebody else harm or injury.,It caused harm or injury to somebody else.,DO,-,,-,-,
1320,It gave them the right to do this.,It gave the right to do this to them.,DO,-,,-,-,
1321,It cost you a fortune.,It cost a fortune to you.,DO,-,,-,-,
1322,It cost us about three hundred dollars.,It cost about three hundred dollars to us.,DO,-,,-,-,
1323,Bob gave the criminal the benefit.,Bob gave the benefit to the criminal.,DO,-,,-,-,
1324,John paid the two-year-olds attention.,John paid attention to the two-year-olds.,PD,-,,-,-,
1325,John gave a stranger her.,John gave her to a stranger.,PD,-,,-,-,
1326,Alice gave the child stimulation.,Alice gave stimulation to the child.,DO,-,,-,-,
1327,Juan took another state them.,Juan took them to another state.,PD,-,,-,-,
1328,Maria told all my friends that.,Maria told that to all my friends.,PD,-,,-,-,
1329,Maria paid them a hundred dollars.,Maria paid a hundred dollars to them.,DO,-,,-,-,
1330,Linda offered everyone insurance.,Linda offered insurance to everyone.,PD,-,,-,-,
1331,Linda gave you these rates.,Linda gave these rates to you.,DO,-,,-,-,
1332,Mary gave you more of an elongated look.,Mary gave more of an elongated look to you.,DO,-,,-,-,
1333,John allowed you the privacy and all.,John allowed the privacy and all to you.,DO,-,prepositional ambiguity - for,-,-,
1334,Michael sent me their baby clothes and all their stuff.,Michael sent their baby clothes and all their stuff to me.,PD,-,,-,-,
1335,Juan gave him a lot of leeway.,Juan gave a lot of leeway to him.,DO,-,,-,-,
1336,John left somebody else who has expertise in that it.,John left it to somebody else who has expertise in that.,PD,-,possibly_non-alternating,-,-,
1338,John gave you a clue.,John gave a clue to you.,DO,-,,-,-,
1339,Michael gave him more direction.,Michael gave more direction to him.,DO,-,,-,-,
1340,It cost me two hundred dollars.,It cost two hundred dollars to me.,DO,-,,-,-,
1341,She sent everybody in her company a memo.,She sent a memo to everybody in her company.,PD,-,,-,-,
1342,John brought me Greenpeace stickers.,John brought Greenpeace stickers to me.,DO,-,,-,-,
1343,Maria took them it.,Maria took it to them.,PD,-,,-,-,
1344,Mary showed them the brochure that the city sent out that explained if you recycle this many cans this much power is saved and all this stuff.,Mary showed the brochure that the city sent out that explained if you recycle this many cans this much power is saved and all this stuff to them.,DO,-,,-,-,
1346,Mary gave them a break from that area.,Mary gave a break from that area to them.,DO,-,,-,-,
1347,Maria brought it a more of a college atmosphere.,Maria brought a more of a college atmosphere to it.,PD,-,,-,-,
1348,Alice left the offensive coach the offense.,Alice left the offense to the offensive coach.,PD,-,possibly_non-alternating,-,-,
1349,Maria gave them a piece of bacon.,Maria gave a piece of bacon to them.,DO,-,,-,-,
1351,Bob gave me the name of somebody else to take a look at it.,Bob gave the name of somebody else to take a look at it to me.,DO,-,,-,-,
1352,Linda gave them those.,Linda gave those to them.,DO,-,,-,-,
1353,Michael gave you a better perspective on life.,Michael gave a better perspective on life to you.,DO,-,,-,-,
1354,Michael gave you more of a glimpse of the real world.,Michael gave more of a glimpse of the real world to you.,DO,-,,-,-,
1355,Bob gave them more security in going to the counselor.,Bob gave more security in going to the counselor to them.,DO,-,,-,-,
1356,Bob gave us information about our Employee Assistance Programs.,Bob gave information about our Employee Assistance Programs to us.,DO,-,,-,-,
1357,Juan gave it a try.,Juan gave a try to it.,DO,-,,-,-,
1358,Michael gave it a try.,Michael gave a try to it.,DO,-,,-,-,
1359,Linda gave it a try.,Linda gave a try to it.,DO,-,,-,-,
1360,Linda paid us the time of day.,Linda paid the time of day to us.,DO,-,,-,-,
1361,Bob gave me a recipe that I really like for chicken enchiladas.,Bob gave a recipe that I really like for chicken enchiladas to me.,DO,-,,-,-,
1362,Alice gave it a tang that would be good.,Alice gave a tang that would be good to it.,DO,-,,-,-,
1363,John gave it an extra little tang.,John gave an extra little tang to it.,DO,-,,-,-,
1364,Juan gave my mom and dad it.,Juan gave it to my mom and dad.,PD,-,,-,-,
1365,Linda gave them an idea of what family life is like and that kind of thing.,Linda gave an idea of what family life is like and that kind of thing to them.,DO,-,,-,-,
1366,Maria paid men more.,Maria paid more to men.,DO,-,,-,-,
1367,It cost society much more.,It cost much more to society.,DO,-,,-,-,
1368,Alice gave me the creeps.,Alice gave the creeps to me.,DO,-,,-,-,
1369,John paid the babysitter as much as paying for their dinner or lunches.,John paid as much as paying for their dinner or lunches to the babysitter.,DO,-,,-,-,
1370,Michael told me that.,Michael told that to me.,DO,-,,-,-,
1371,Linda showed me your papers.,Linda showed your papers to me.,DO,-,,-,-,
1372,Bob handed you it.,Bob handed it to you.,PD,-,,-,-,
1373,Bob paid you good money that you're working for.,Bob paid good money that you're working for to you.,DO,-,,-,-,
1374,Bob sent a pediatrician her.,Bob sent her to a pediatrician.,PD,-,"spatial_--_maybe,_suspected_transcription_error_(here)",-,-,
1375,It cost the HMO money.,It cost money to the HMO.,DO,-,,-,-,
1376,Juan gave him some ache or pain.,Juan gave some ache or pain to him.,DO,-,,-,-,
1377,Michael sent a gynecologist you.,Michael sent you to a gynecologist.,PD,-,spatial_--_maybe,-,-,
1378,John took the Boy Scouts that.,John took that to the Boy Scouts.,PD,-,,-,-,
1379,John gave me the advice.,John gave the advice to me.,DO,-,,-,-,
1380,Maria gave it a tenth of that.,Maria gave a tenth of that to it.,DO,-,,-,-,
1381,John gave it attention.,John gave attention to it.,DO,-,,-,-,
1382,Linda gave AIDS money.,Linda gave money to AIDS.,PD,-,,-,-,
1383,Michael gave it this amount.,Michael gave this amount to it.,DO,-,,-,-,
1384,Bob gave them the time off from work.,Bob gave the time off from work to them.,DO,-,,-,-,
1385,Alice brought the world quite a bit.,Alice brought quite a bit to the world.,PD,-,,-,-,
1386,Bob told you every last detail.,Bob told every last detail to you.,DO,-,,-,-,
1387,Michael gave me a credit of about a dollar.,Michael gave a credit of about a dollar to me.,DO,-,,-,-,
1388,Alice gave my friends my fish.,Alice gave my fish to my friends.,PD,-,,-,-,
1389,Alice sold the store them.,Alice sold them to the store.,PD,-,,-,-,
1390,Linda fed them them.,Linda fed them to them.,PD,-,,-,-,
1391,Linda brought you it.,Linda brought it to you.,PD,-,,-,-,
1392,Bob sent you another credit card.,Bob sent another credit card to you.,DO,-,,-,-,
1393,Maria gave you five thousand dollars.,Maria gave five thousand dollars to you.,DO,-,,-,-,
1394,Michael sent us two of our coach tickets.,Michael sent two of our coach tickets to us.,DO,-,,-,-,
1395,Michael lent us a hand.,Michael lent a hand to us.,DO,-,,-,-,
1396,Michael gave a country an x amount of dollars.,Michael gave an x amount of dollars to a country.,DO,-,,-,-,
1397,Juan caused other people injury.,Juan caused injury to other people.,PD,-,,-,-,
1398,John caused other people serious injury.,John caused serious injury to other people.,PD,-,,-,-,
1399,Bob gave me a terrible rash.,Bob gave a terrible rash to me.,DO,-,,-,-,
1400,Bob gave you a tax break.,Bob gave a tax break to you.,DO,-,,-,-,
1401,Mary gave him the money.,Mary gave the money to him.,DO,-,,-,-,
1402,Alice paid anything attention.,Alice paid attention to anything.,PD,-,,-,-,
1403,Bob sent me a package.,Bob sent a package to me.,DO,-,,-,-,
1404,Bob charged me two dollars.,Bob charged two dollars to me.,DO,-,,-,-,
1405,Juan gave me time to think.,Juan gave time to think to me.,DO,-,,-,-,
1406,Maria gave our two daughters that are grown and have their home a lot.,Maria gave a lot to our two daughters that are grown and have their home.,PD,-,,-,-,
1407,"Juan brought me the china, the book, and the brushes.","Juan brought the china, the book, and the brushes to me.",DO,-,,+,-,Insert conjunction?
1408,Mary gave me eighties.,Mary gave eighties to me.,DO,-,,-,-,
1409,Bob gave me seventies.,Bob gave seventies to me.,DO,-,,-,-,
1410,Alice gave me some more places to go.,Alice gave some more places to go to me.,DO,-,,-,-,
1411,Juan paid you an interest.,Juan paid an interest to you.,DO,-,,-,-,
1412,Michael gave you an interest on it.,Michael gave an interest on it to you.,DO,-,,-,-,
1413,Alice never gave you any breaks.,Alice never gave any breaks to you.,DO,-,,-,-,
1414,You never owed your city anything.,You never owed anything to your city.,DO,-,,-,-,
1415,John gave you some refund and so forth.,John gave some refund and so forth to you.,DO,-,,-,-,
1416,Bob gave you a lot of exercise.,Bob gave a lot of exercise to you.,DO,-,,-,-,
1417,Michael paid you a certain amount of money.,Michael paid a certain amount of money to you.,DO,-,,-,-,
1418,Bob paid you money.,Bob paid money to you.,DO,-,,-,-,
1419,Michael told you one interesting thing.,Michael told one interesting thing to you.,DO,-,,-,-,
1420,Juan paid you the money.,Juan paid the money to you.,DO,back,,-,-,
1421,Maria brought us the manager.,Maria brought the manager to us.,DO,-,,-,-,
1422,Bob sold an individual what we're trading in.,Bob sold what we're trading in to an individual.,PD,-,,-,-,
1423,John gave you a personal loan.,John gave a personal loan to you.,DO,-,,-,-,
1424,Linda took a girl at work them.,Linda took them to a girl at work.,PD,-,,-,-,
1425,Maria gave it a try.,Maria gave a try to it.,DO,-,,-,-,
1426,John paid that Country Living attention.,John paid attention to that Country Living.,PD,-,,-,-,
1427,John gave me them.,John gave them to me.,PD,-,,-,-,
1428,Bob gave us it.,Bob gave it to us.,PD,-,,-,-,
1429,Maria brought you all the chips and stuff you can eat.,Maria brought all the chips and stuff you can eat to you.,DO,-,,+,-,
1430,Alice gave you real big quantities.,Alice gave real big quantities to you.,DO,-,,-,-,
1431,Bob gave you guidance.,Bob gave guidance to you.,DO,-,,-,-,
1432,John gave you our address.,John gave our address to you.,DO,-,,-,-,
1433,Alice sent her some information about it.,Alice sent some information about it to her.,DO,-,,-,-,
1434,Mary gave it a little bit of tartness.,Mary gave a little bit of tartness to it.,DO,-,,-,-,
1435,John gave them ideas of what they want to do.,John gave ideas of what they want to do to them.,DO,-,,-,-,
1436,John gave you a lot more specialized instruction.,John gave a lot more specialized instruction to you.,DO,-,,-,-,
1437,They gave you a teacher's assistants.,They gave a teacher's assistants to you.,DO,-,determiner/number mismatch,-,-,
1438,Linda gave you financial aid.,Linda gave financial aid to you.,DO,-,,-,-,
1439,John brought you some kind of learning.,John brought some kind of learning to you.,DO,-,,-,-,
1440,Michael gave me this little puppy.,Michael gave this little puppy to me.,DO,-,,-,-,
1441,Michael gave her credit for being home and raising them.,Michael gave credit for being home and raising them to her.,DO,-,,-,-,
1442,Michael taught the kids responsibility.,Michael taught responsibility to the kids.,DO,-,,-,-,
1443,John told everybody everything.,John told everything to everybody.,DO,-,,-,-,
1444,Juan told you everything.,Juan told everything to you.,DO,-,,-,-,
1445,Mary fed us propaganda.,Mary fed propaganda to us.,DO,-,,-,-,
1446,Mary gave students a good example.,Mary gave a good example to students.,PD,-,,-,-,
1447,Alice gave our teachers an almost impossible job.,Alice gave an almost impossible job to our teachers.,DO,-,,-,-,
1448,Alice owed them something.,Alice owed something to them.,DO,-,,-,-,
1449,Alice told them one ratio of adults to kids.,Alice told one ratio of adults to kids to them.,DO,-,,-,-,
1450,Mary gave them the individual attention that I think they need.,Mary gave the individual attention that I think they need to them.,DO,-,,-,-,
1451,Alice sent me them.,Alice sent them to me.,PD,-,,-,-,
1452,Mary told you an interesting story about how I got my dog.,Mary told an interesting story about how I got my dog to you.,DO,-,,-,-,
1453,Mary showed him the dog.,Mary showed the dog to him.,DO,-,,-,-,
1454,It cost you about three dollars.,It cost about three dollars to you.,DO,-,,-,-,
1455,Maria charged you forty dollars.,Maria charged forty dollars to you.,DO,-,,-,-,
1456,It cost them three times as much.,It cost three times as much to them.,DO,-,,-,-,
1457,It sent people a message.,It sent a message to people.,PD,-,discontinuous_theme,-,-,
1458,Linda gave me ideas for my writing.,Linda gave ideas for my writing to me.,DO,-,,-,-,
1459,It gave us special time together.,It gave special time together to us.,DO,-,,-,-,
1460,Bob taught you a song.,Bob taught a song to you.,DO,-,,-,-,
1461,Michael sold you a car.,Michael sold a car to you.,DO,-,,-,-,
1462,It cost us less money.,It cost less money to us.,DO,-,,-,-,
1463,Mary told you this.,Mary told this to you.,DO,-,,-,-,
1464,John gave you a idea that.,John gave a idea that to you.,DO,-,unfinished construction/a->an?,-,-,
1465,It cost them four hundred five hundred dollars.,It cost four hundred five hundred dollars to them.,DO,-,,-,-,
1466,Maria gave people jobs.,Maria gave jobs to people.,DO,-,,-,-,
1467,It cost them the money.,It cost the money to them.,DO,-,,-,-,
1468,Michael brought us her.,Michael brought her to us.,PD,-,,-,-,
1469,Bob sent you a little bit.,Bob sent a little bit to you.,DO,-,,-,-,
1470,John gave us a lot of time.,John gave a lot of time to us.,DO,-,,-,-,
1471,Juan gave you them.,Juan gave them to you.,PD,-,,-,-,
1472,Maria gave you some ideas.,Maria gave some ideas to you.,DO,-,,-,-,
1473,Alice gave me a ride.,Alice gave a ride to me.,DO,-,,-,-,
1474,It cost me all kind of money.,It cost all kind of money to me.,DO,-,,-,-,
1475,Linda owed the other guy five hundred dollars or a thousand dollars.,Linda owed five hundred dollars or a thousand dollars to the other guy.,DO,-,,-,-,
1476,John paid us seven dollars and fifty cents.,John paid seven dollars and fifty cents to us.,DO,-,,-,-,
1477,John owed me some money.,John owed some money to me.,DO,-,,-,-,
1478,Mary owed you some money.,Mary owed some money to you.,DO,-,,-,-,
1479,Linda brought me a target from a rifle that he pretty well halfway designed.,Linda brought a target from a rifle that he pretty well halfway designed to me.,PD,-,heavy_np_shift,-,-,
1480,Mary paid the World Series attention.,Mary paid attention to the World Series.,PD,-,,-,-,
1481,Mary gave that a lot of thought.,Mary gave a lot of thought to that.,DO,-,,-,-,
1482,Mary paid me enough money.,Mary paid enough money to me.,DO,-,,-,-,
1483,Michael sold me something.,Michael sold something to me.,DO,-,,-,-,
1484,Michael sold me something.,Michael sold something to me.,DO,-,,-,-,
1485,Alice gave you a number to call.,Alice gave a number to call to you.,DO,-,,-,-,
1486,John sent you another credit card.,John sent another credit card to you.,DO,-,,-,-,
1487,It cost me more than I'm paying in rent.,It cost more than I'm paying in rent to me.,DO,-,,-,-,
1488,John gave you things.,John gave things to you.,DO,-,,-,-,
1489,Mary gave you AIDS.,Mary gave AIDS to you.,DO,-,,-,-,
1490,Michael gave you AIDS.,Michael gave AIDS to you.,DO,-,,-,-,
1491,It cost me two hundred dollars.,It cost two hundred dollars to me.,DO,-,,-,-,
1492,Bob gave me comedies.,Bob gave comedies to me.,DO,-,,-,-,
1493,Mary gave you ideas that you can use parts and bits and pieces of it.,Mary gave ideas that you can use parts and bits and pieces of it to you.,DO,-,,-,-,
1494,Linda gave you some good ideas.,Linda gave some good ideas to you.,DO,-,,-,-,
1495,John wrote you a little letter on the latest update.,John wrote a little letter on the latest update to you.,DO,-,,-,-,
1496,It never cost you anything.,It never cost anything to you.,DO,-,,-,-,
1497,Mary gave you that number.,Mary gave that number to you.,DO,-,,-,-,
1498,Michael taught your kids that stuff.,Michael taught that stuff to your kids.,DO,-,,-,-,
1499,Linda gave them it.,Linda gave it to them.,PD,-,,-,-,
1500,Maria gave them it.,Maria gave it to them.,PD,-,,-,-,
1501,Mary gave me a chance to explain things to them in reference to what we had seen.,Mary gave a chance to explain things to them in reference to what we had seen to me.,DO,-,,-,-,
1502,Maria paid the teachers a little bit more.,Maria paid a little bit more to the teachers.,DO,-,,-,-,
1503,Mary never charged you anything extra.,Mary never charged anything extra to you.,DO,-,,-,-,
1505,He assigned himself it.,He assigned it to himself.,PD,-,,-,-,
1506,Linda gave them a pass key.,Linda gave a pass key to them.,DO,-,,-,-,
1508,Maria gave me one.,Maria gave one to me.,DO,-,,-,-,
1509,John gave them good care.,John gave good care to them.,DO,-,,-,-,
1510,Michael fed them a little bit.,Michael fed a little bit to them.,DO,-,,-,-,
1511,Bob gave you a better picture of what some of the other people live like.,Bob gave a better picture of what some of the other people live like to you.,DO,-,,-,-,
1512,Bob gave it a title.,Bob gave a title to it.,DO,-,,-,-,
1514,Maria gave me Jeopardy and Monopoly and Wheel of Fortune.,Maria gave Jeopardy and Monopoly and Wheel of Fortune to me.,DO,-,,-,-,
1515,Bob gave you this.,Bob gave this to you.,DO,-,,-,-,
1516,Mary gave you a little Christmas money.,Mary gave a little Christmas money to you.,DO,-,,-,-,
1517,Alice gave him a contract like they had where they couldn't get rid of him.,Alice gave a contract like they had where they couldn't get rid of him to him.,DO,-,"error in theme (extra word 'where that they"")",-,-,
1518,Bob gave him that contract.,Bob gave that contract to him.,DO,-,,-,-,
1519,Maria never paid him that much money.,Maria never paid that much money to him.,DO,-,,-,-,
1520,John gave him a tomato juice bath.,John gave a tomato juice bath to him.,DO,-,,-,-,
1521,Linda gave you some affection.,Linda gave some affection to you.,DO,-,,-,-,
1522,Alice gave me a lot of problems.,Alice gave a lot of problems to me.,DO,-,,-,-,
1523,John took somebody it.,John took it to somebody.,PD,-,,-,-,
1524,Juan gave you a reading light for the passengers in the back seat.,Juan gave a reading light for the passengers in the back seat to you.,DO,-,,-,-,
1525,Linda told me that.,Linda told that to me.,DO,-,,-,-,
1526,Linda told you that.,Linda told that to you.,DO,-,,-,-,
1527,John gave you that hundred thousand mile five year warranty where it only costs you twenty-five dollars to have anything repaired.,John gave that hundred thousand mile five year warranty where it only costs you twenty-five dollars to have anything repaired to you.,DO,-,,-,-,
1528,It cost me the twenty-five dollars.,It cost the twenty-five dollars to me.,DO,-,,-,-,
1529,Juan charged us the twenty-five dollars.,Juan charged the twenty-five dollars to us.,DO,-,,-,-,
1530,It cost you twenty-five dollars.,It cost twenty-five dollars to you.,DO,-,,-,-,
1531,Michael charged you twenty-five dollars.,Michael charged twenty-five dollars to you.,DO,-,,-,-,
1532,John gave you trouble.,John gave trouble to you.,DO,-,,-,-,
1533,Michael gave this a lot of thought.,Michael gave a lot of thought to this.,DO,-,,-,-,
1534,Bob gave this matter enough thought.,Bob gave enough thought to this matter.,DO,-,,-,-,
1535,Linda gave everybody else in the family it.,Linda gave it to everybody else in the family.,PD,-,,-,-,
1536,Alice told me that.,Alice told that to me.,DO,-,,-,-,
1537,Juan gave them the care they need.,Juan gave the care they need to them.,DO,-,,-,-,
1538,Maria told you kind of a step-by-step how-to type of thing.,Maria told kind of a step-by-step how-to type of thing to you.,DO,-,,-,-,
1539,Alice gave them the benefit of the doubt.,Alice gave the benefit of the doubt to them.,DO,-,,-,-,
1540,John gave other people ideas.,John gave ideas to other people.,DO,-,,-,-,
1541,John gave me too much problem.,John gave too much problem to me.,DO,-,,-,-,
1542,John paid you this.,John paid this to you.,DO,-,,-,-,
1543,Bob gave me a good price.,Bob gave a good price to me.,DO,-,,-,-,
1544,It cost me some bucks.,It cost some bucks to me.,DO,-,,-,-,
1545,Mary paid them attention.,Mary paid attention to them.,PD,-,,-,-,
1546,Alice paid that too much attention.,Alice paid too much attention to that.,PD,-,,-,-,
1547,Bob showed me an article that I don't believe anyway.,Bob showed an article that I don't believe anyway to me.,DO,-,,-,-,
1548,Juan gave twins birth.,Juan gave birth to twins.,DO,-,,-,-,
1549,Michael gave us it.,Michael gave it to us.,PD,-,,-,-,
1550,Juan gave you a common bond.,Juan gave a common bond to you.,DO,-,,-,-,
1551,Maria charged me eighty dollars.,Maria charged eighty dollars to me.,DO,-,,-,-,
1552,Alice charged me five dollars.,Alice charged five dollars to me.,DO,-,,-,-,
1553,Alice gave me my own blood.,Alice gave my own blood to me.,DO,back,,-,-,
1554,Bob charged me six thousand dollars.,Bob charged six thousand dollars to me.,DO,-,,-,-,
1555,It cost me three thousand dollars.,It cost three thousand dollars to me.,DO,-,,-,-,
1556,Bob gave you a better and more thorough coverage of what I've heard on TV.,Bob gave a better and more thorough coverage of what I've heard on TV to you.,DO,-,,-,-,
1557,Bob gave him my things.,Bob gave my things to him.,DO,-,,-,-,
1558,Mary brought Michaels something.,Mary brought something to Michaels.,PD,-,,-,-,
1559,Bob told me this.,Bob told this to me.,DO,-,,-,-,
1560,Alice wrote the newspapers letters.,Alice wrote letters to the newspapers.,PD,-,,-,-,
1561,Mary gave me a ticket.,Mary gave a ticket to me.,DO,-,,-,-,
1562,Alice gave you a nudge to do it.,Alice gave a nudge to do it to you.,DO,-,,-,-,
1563,Mary gave you a lot of work.,Mary gave a lot of work to you.,DO,-,,-,-,
1564,Alice brought my children the pony.,Alice brought the pony to my children.,PD,-,,-,-,
